tests/destructor/tarc2.nim C                                ( 0.63663697 secs)
tests/destructor/tarc3.nim C                                ( 0.54381800 secs)
tests/destructor/tarctypesections.nim C                     ( 0.73585796 secs)
tests/destructor/tarray_indexing.nim C                      ( 0.68309951 secs)
tests/destructor/tasync_prototype.nim C                     ( 0.55985475 secs)
tests/destructor/tasync_prototype_cyclic.nim C              ( 0.69473267 secs)
tests/destructor/tatomicptrs.nim C                          ( 0.87984228 secs)
tests/destructor/tbintree2.nim C                            ( 1.12465787 secs)
tests/destructor/tcaseobj_transitions.nim C                 ( 0.58362460 secs)
tests/destructor/tcast.nim C                                ( 0.70784044 secs)
tests/destructor/tcomplexobjconstr.nim C                    ( 0.77224183 secs)
tests/destructor/tconst_smart_ptr.nim C                     ( 0.68976235 secs)
tests/destructor/tconsume_twice.nim C                       ( 0.26520610 secs)
tests/destructor/tcustomseqs.nim C                          ( 0.68367386 secs)
tests/destructor/tcustomstrings.nim C                       ( 0.88866520 secs)
tests/destructor/tcycle1.nim C                              ( 0.79785705 secs)
tests/destructor/tcycle2.nim C                              ( 0.89970136 secs)
tests/destructor/tcycle3.nim C                              ( 0.71965933 secs)
tests/destructor/tdangingref_simple.nim C                   ( 0.63180113 secs)
tests/destructor/tdestructor.nim C                          ( 0.87583280 secs)
tests/destructor/tdestructor3.nim C                         ( 0.65171957 secs)
tests/destructor/tdestructor_too_late.nim C                 ( 0.34766197 secs)
tests/destructor/tdont_return_unowned_from_owned.nim C      ( 0.28771901 secs)
tests/destructor/terror_module.nim C                        ( 0.31965089 secs)
tests/destructor/texceptions.nim C                          ( 0.58898449 secs)
tests/destructor/texplicit_move.nim C                       ( 0.77203274 secs)
tests/destructor/tfinalizer.nim C                           ( 0.61952901 secs)
tests/destructor/tgcdestructors.nim C                       ( 0.70363998 secs)
tests/destructor/tgcleak4.nim C                             ( 5.99588037 secs)
tests/destructor/tglobaldestructor.nim C                    ( 0.79988313 secs)
tests/destructor/tgotoexceptions.nim C                      ( 0.62589383 secs)
tests/destructor/tgotoexceptions2.nim C                     ( 0.66937518 secs)
tests/destructor/tgotoexceptions3.nim C                     ( 0.64780855 secs)
tests/destructor/tgotoexceptions4.nim C                     ( 0.57639933 secs)
tests/destructor/tgotoexceptions5.nim C                     ( 0.53566742 secs)
tests/destructor/tgotoexceptions6.nim C                     ( 0.51630116 secs)
tests/destructor/tgotoexceptions7.nim C                     ( 0.75552797 secs)
tests/destructor/tgotoexceptions8.nim C                     ( 0.60303974 secs)
tests/destructor/tinvalid_rebind.nim C                      ( 0.27266669 secs)
tests/destructor/tmatrix.nim C                              ( 1.05875897 secs)
tests/destructor/tmisc_destructors.nim C                    ( 0.77564216 secs)
tests/destructor/tmove_objconstr.nim C                      ( 0.81987786 secs)
tests/destructor/tnewruntime_misc.nim C                     ( 1.72266126 secs)
tests/destructor/tnewruntime_strutils.nim C                 ( 2.67174268 secs)
tests/destructor/tobjfield_analysis.nim C                   ( 0.84745026 secs)
tests/destructor/topt.nim C                                 ( 0.95981550 secs)
tests/destructor/topttree.nim C                             ( 0.75974202 secs)
tests/destructor/towned_binary_tree.nim C                   ( 5.85780716 secs)
tests/destructor/tprevent_assign.nim C                      ( 0.33382273 secs)
tests/destructor/tprevent_assign2.nim C                     ( 0.30679488 secs)
tests/destructor/tprevent_assign3.nim C                     ( 0.31256080 secs)
tests/destructor/trecursive.nim C                           ( 0.96049929 secs)
tests/destructor/tselect.nim C                              ( 0.57963800 secs)
tests/destructor/tsetjmp_raise.nim C                        ( 0.59577489 secs)
tests/destructor/tsimpleclosure.nim C                       ( 0.65580964 secs)
tests/destructor/ttuple.nim C                               ( 0.73182130 secs)
tests/destructor/turn_destroy_into_finalizer.nim C          ( 0.87968826 secs)
tests/destructor/tuse_ownedref_after_move.nim C             ( 0.31558323 secs)
tests/destructor/tuse_result_prevents_sinks.nim C           ( 0.84778261 secs)
tests/destructor/tv2_cast.nim C                             ( 0.72497678 secs)
tests/destructor/tv2_raise.nim C                            ( 1.64970732 secs)
tests/destructor/twidgets.nim C                             ( 0.69965410 secs)
tests/destructor/twidgets_unown.nim C                       ( 0.78774261 secs)
tests/closure/tboehmdeepcopy.nim C                          ( 0.50613570 secs)
tests/closure/tcapture.nim C                                ( 0.81178021 secs)
tests/closure/tclosure.nim C                                ( 5.74755478 secs)
tests/closure/tinfer_closure_for_nestedproc.nim C           ( 2.24633908 secs)
tests/closure/tinvalidclosure.nim C                         ( 0.33540320 secs)
tests/closure/tinvalidclosure2.nim C                        ( 0.30653024 secs)
tests/closure/tinvalidclosure3.nim C                        ( 0.29169941 secs)
tests/stdlib/tos.nim C                                      ( 1.81381369 secs)
tests/stdlib/tosproc.nim C                                  ( 5.58753514 secs)
tests/stdlib/tosprocterminate.nim C                         ( 2.09496093 secs)
tests/stdlib/tparscfg.nim C                                 ( 1.60030723 secs)
tests/stdlib/tparsecfg.nim C                                ( 1.56354499 secs)
tests/stdlib/tparseipv6.nim C                               ( 1.29179358 secs)
tests/stdlib/tparsesql.nim C                                ( 1.54766583 secs)
tests/stdlib/tparseuints.nim C                              ( 1.89173126 secs)
tests/stdlib/tpegs.nim C                                    ( 2.11557579 secs)
tests/stdlib/tposix.nim C                                   ( 0.63585567 secs)
tests/stdlib/tpragmas.nim C                                 ( 0.71567750 secs)
tests/stdlib/tquit.nim C                                    ( 0.61964345 secs)
tests/stdlib/tregex.nim C                                   ( 1.19891238 secs)
tests/stdlib/trepr.nim C                                    ( 0.73645687 secs)
tests/stdlib/trepr2.nim C                                   ( 1.00600791 secs)
tests/stdlib/trst.nim C                                     ( 3.24389195 secs)
tests/stdlib/trstgen.nim C                                  ( 3.41172242 secs)
tests/stdlib/tsharedtable.nim C                             ( 0.94383502 secs)
tests/stdlib/tsortcall.nim C                                ( 2.12798047 secs)
tests/stdlib/tsqlparser.nim C                               ( 1.81162405 secs)
tests/stdlib/tstdlib_issues.nim C                           ( 1.47961617 secs)
tests/stdlib/tstdlib_various.nim C                          ( 2.73710275 secs)
tests/stdlib/tstreams.nim C                                 ( 0.94529819 secs)
tests/stdlib/tstreams2.nim C                                ( 0.86596894 secs)
tests/stdlib/tstreams3.nim C                                ( 0.76363349 secs)
tests/stdlib/tstrformat.nim C                               ( 1.53058028 secs)
tests/stdlib/tstring.nim C                                  ( 0.83299494 secs)
tests/stdlib/tstrscans.nim C                                ( 0.85572743 secs)
tests/stdlib/tstrset.nim C                                  ( 0.61972976 secs)
tests/stdlib/tstrtabs.nim C                                 ( 1.64110303 secs)
tests/stdlib/tstrutil.nim C                                 ( 1.37518144 secs)
tests/stdlib/ttimes.nim C                                   ( 6.22372770 secs)
tests/stdlib/ttimes.nim JS                                  ( 8.50773287 secs)
tests/stdlib/tunidecode.nim C                               ( 2.33576822 secs)
tests/stdlib/tunittest.nim C                                ( 2.44707274 secs)
tests/stdlib/tunittestexceptiontype.nim C                   ( 1.97246647 secs)
tests/stdlib/tunittesttemplate.nim C                        ( 1.81564140 secs)
tests/stdlib/twchartoutf8.nim C                             ( 0.65575123 secs)
tests/stdlib/twrapnils.nim C                                ( 0.75173569 secs)
tests/vm/t2574.nim C                                        ( 0.31097078 secs)
tests/vm/tableinstatic.nim C                                ( 0.70679474 secs)
tests/vm/taddrof.nim C                                      ( 0.67171693 secs)
tests/vm/tcompilesetting.nim C                              ( 1.02677083 secs)
tests/vm/tcompiletimetable.nim C                            ( 1.23937798 secs)
tests/vm/tconsteval.nim C                                   ( 1.00962543 secs)
tests/vm/tconsttable2.nim C                                 ( 0.75646710 secs)
tests/vm/tcopy_global_var.nim C                             ( 0.66375041 secs)
tests/vm/teval1.nim C                                       ( 0.85178018 secs)
tests/vm/tevalffi.nim C                                     ( 1.20355129 secs)
tests/vm/tforwardproc.nim C                                 ( 0.29635954 secs)
tests/vm/tgloballetfrommacro.nim C                          ( 0.38507438 secs)
tests/vm/tinheritance.nim C                                 ( 0.80277538 secs)
tests/vm/tmaxloopiterations.nim C                           ( 1.03874207 secs)
tests/vm/tmisc_vm.nim C                                     ( 1.10987496 secs)
tests/vm/tmitems_vm.nim C                                   ( 0.73578453 secs)
tests/vm/tnilref.nim C                                      ( 0.31785536 secs)
tests/vm/toverflowopcaddimmint.nim C                        ( 0.32340980 secs)
tests/vm/toverflowopcaddint.nim C                           ( 0.28774166 secs)
tests/vm/toverflowopcmulint.nim C                           ( 0.30377793 secs)
tests/vm/toverflowopcsubimmint.nim C                        ( 0.31978798 secs)
tests/vm/toverflowopcsubint.nim C                           ( 0.28469157 secs)
tests/vm/tsimpleglobals.nim C                               ( 0.60211301 secs)
tests/vm/tslow_tables.nim C                                 ( 0.91375303 secs)
tests/vm/tstaticprintseq.nim C                              ( 0.60729599 secs)
tests/vm/tswap.nim C                                        ( 0.67140675 secs)
tests/vm/ttouintconv.nim C                                  ( 0.63922644 secs)
tests/vm/twrongarray.nim C                                  ( 0.29013419 secs)
tests/vm/twrongconst.nim C                                  ( 0.31974912 secs)
tests/vm/twrongwhen.nim C                                   ( 0.31167316 secs)
tests/procvar/tprocvarmismatch.nim C                        ( 0.32500291 secs)
tests/tuples/ttypedesc_in_tuple_a.nim C                     ( 0.32747030 secs)
tests/tuples/ttypedesc_in_tuple_b.nim C                     ( 0.30357575 secs)
tests/tuples/twrongtupleaccess.nim C                        ( 0.33893561 secs)
tests/astspec/tastspec.nim C                                ( 1.11166382 secs)
tests/init/t8314.nim C                                      ( 0.62351799 secs)
tests/init/tuninit1.nim C                                   ( 1.13188267 secs)
tests/macros/t7454.nim C                                    ( 0.29420710 secs)
tests/macros/t8997.nim C                                    ( 0.32373834 secs)
tests/macros/tbindsym.nim C                                 ( 0.67933464 secs)
tests/macros/tdumpastgen.nim C                              ( 0.61762309 secs)
tests/macros/tdumptree.nim C                                ( 0.64757538 secs)
tests/macros/texpectIdent1.nim C                            ( 0.32790613 secs)
tests/macros/texpectIdent2.nim C                            ( 0.33935523 secs)
tests/macros/tgetimpl.nim C                                 ( 0.68713427 secs)
tests/macros/tinvalidtypesym.nim C                          ( 0.33051515 secs)
tests/macros/tlocktypednode1.nim C                          ( 0.32364988 secs)
tests/macros/tlocktypednode2.nim C                          ( 0.31976080 secs)
tests/macros/tlocktypednode3.nim C                          ( 0.33890438 secs)
tests/macros/tmacro6.nim C                                  ( 0.36546540 secs)
tests/macros/tmacrogenerics.nim C                           ( 0.72825980 secs)
tests/macros/tmacros_issues.nim C                           ( 0.68339181 secs)
tests/macros/tmacros_various.nim C                          ( 0.85550380 secs)
tests/macros/tmacrotypes.nim C                              ( 0.68745804 secs)
tests/macros/tmsginfo.nim C                                 ( 0.63922477 secs)
tests/macros/trecmacro.nim C                                ( 0.34810472 secs)
tests/macros/treturnsempty.nim C                            ( 0.30638146 secs)
tests/macros/tsametype.nim C                                ( 0.68483973 secs)
tests/macros/tstaticparamsmacro.nim C                       ( 0.80606055 secs)
tests/macros/ttryparseexpr.nim C                            ( 0.69495845 secs)
tests/arc/tamemfiles.nim C                                  ( 1.50481606 secs)
tests/arc/tarcmisc.nim C                                    ( 0.56778026 secs)
tests/arc/tasyncawait.nim C                                 ( 2.72786307 secs)
tests/arc/tcaseobj.nim C                                    ( 1.13661599 secs)
tests/arc/tconst_to_sink.nim C                              ( 0.64673948 secs)
tests/arc/tcstring.nim C                                    ( 0.63945794 secs)
tests/arc/timportedobj.nim C                                ( 0.58426785 secs)
tests/arc/tmovebug.nim C                                    ( 1.09532666 secs)
tests/arc/trepr.nim C                                       ( 0.60949445 secs)
tests/arc/tstrformat.nim C                                  ( 1.11966205 secs)
tests/system/talloc2.nim C                                  ( 1.06513643 secs)
tests/system/tgogc.nim C                                    ( 0.59635592 secs)
tests/system/tparams.nim C                                  ( 1.62506318 secs)
tests/system/trealloc.nim C                                 ( 5.94403291 secs)
tests/constr/tconstr1.nim C                                 ( 0.30838776 secs)
tests/compilerfeatures/texpandmacro.nim C                   ( 0.71360302 secs)
tests/converter/t7098.nim C                                 ( 0.76499367 secs)
tests/converter/tconverter_unique_ptr.nim C                 ( 0.73669410 secs)
tests/converter/tconverter_unique_ptr.nim C++               ( 1.53668094 secs)
tests/converter/tconverter_with_constraint.nim C            ( 0.32163191 secs)
tests/tools/tlinter.nim C                                   ( 0.63399625 secs)
tests/tools/tunused_imports.nim C                           ( 1.34086084 secs)
tests/modules/t8665.nim C                                   ( 0.63200068 secs)
tests/modules/tambig_range.nim C                            ( 0.31603098 secs)
tests/modules/texplicit_system_import.nim C                 ( 0.30327773 secs)
tests/modules/timport_in_config.nim C                       ( 0.95141578 secs)
tests/modules/timportexcept.nim C                           ( 0.63743687 secs)
tests/modules/tincludeas.nim C                              ( 0.30776882 secs)
tests/modules/tmismatchedvisibility.nim C                   ( 0.36359906 secs)
tests/modules/tnamspc.nim C                                 ( 0.39936376 secs)
tests/modules/topaque.nim C                                 ( 0.35922790 secs)
tests/modules/trecinca.nim C                                ( 0.43134522 secs)
tests/modules/trecincb.nim C                                ( 0.42625260 secs)
tests/modules/treorder.nim C                                ( 0.89798546 secs)
tests/modules/tselfimport.nim C                             ( 0.68381929 secs)
tests/casestmt/t12785.nim C                                 ( 0.65795803 secs)
tests/casestmt/t7699.nim C                                  ( 0.36377883 secs)
tests/casestmt/tcaseexpr1.nim C                             ( 0.31968880 secs)
tests/casestmt/tcaseoverlaprange.nim C                      ( 0.35594726 secs)
tests/casestmt/tcaseoverlaprange2.nim C                     ( 0.29592609 secs)
tests/casestmt/tincompletecaseobject.nim C                  ( 0.31078053 secs)
tests/casestmt/tincompletecaseobject2.nim C                 ( 0.27539062 secs)
tests/casestmt/tlinearscanend.nim C                         ( 1.11259055 secs)
tests/objvariant/tadrdisc.nim C                             ( 0.31049371 secs)
tests/objvariant/tcheckedfield1.nim C                       ( 0.97156525 secs)
tests/objvariant/temptycaseobj.nim C                        ( 0.30733871 secs)
tests/objvariant/tnon_zero_discrim_err.nim C                ( 0.32194376 secs)
tests/objvariant/trt_discrim_err0.nim C                     ( 0.33316302 secs)
tests/objvariant/trt_discrim_err1.nim C                     ( 0.35891747 secs)
tests/objvariant/trt_discrim_err2.nim C                     ( 0.38421822 secs)
tests/objvariant/trt_discrim_err3.nim C                     ( 0.32275510 secs)
tests/nimble/tnimblepath.nim C                              ( 0.67992377 secs)
tests/nimble/tnimblepathdollar.nim C                        ( 0.77579093 secs)
tests/nimble/tnimblepathdollarfail.nim C                    ( 0.35182858 secs)
tests/nimble/tnimblepathlink.nim C                          ( 0.70057058 secs)
tests/rational/trat_float.nim C                             ( 0.38117576 secs)
tests/collections/ttables.nim C                             (25.61936116 secs)
tests/collections/ttablesthreads.nim C                      ( 1.98930073 secs)
tests/magics/tmagics.nim C                                  ( 0.77600908 secs)
tests/magics/trunnableexamples.nim C                        ( 1.44984746 secs)
lib/nimrtl.nim C --outdir:tests/dll                         ( 3.88615537 secs)
tests/dll/server.nim C --threads:on                         ( 0.49449110 secs)
lib/nimhcr.nim C --outdir:tests/dll                         ( 1.64059806 secs)
tests/dll/visibility.nim C --app:lib                        ( 0.60571790 secs)
tests/dll/client.nim C --threads:on                         ( 1.35017967 secs)
tests/dll/nimhcr_unit.nim C                                 ( 0.53291965 secs)
tests/dll/visibility.nim C                                  ( 1.04608870 secs)
tests/dll/nimhcr_integration.nim C --forceBuild --hotCodeReloading:on( 8.36372709 secs)
lib/nimrtl.nim C -d:release --outdir:tests/dll              ( 8.62126589 secs)
tests/dll/server.nim C -d:release --threads:on              ( 0.49410343 secs)
lib/nimhcr.nim C -d:release --outdir:tests/dll              ( 2.83742690 secs)
tests/dll/visibility.nim C -d:release --app:lib             ( 1.72078586 secs)
tests/dll/client.nim C -d:release --threads:on              ( 0.64745712 secs)
tests/dll/nimhcr_unit.nim C -d:release                      ( 0.66348648 secs)
tests/dll/visibility.nim C -d:release                       ( 2.15579677 secs)
tests/dll/nimhcr_integration.nim C -d:release --forceBuild --hotCodeReloading:on ( 9.48307800 secs)
lib/nimrtl.nim C --gc:boehm --outdir:tests/dll              ( 3.85397243 secs)
tests/dll/server.nim C --gc:boehm --threads:on              ( 0.34070611 secs)
lib/nimhcr.nim C --gc:boehm --outdir:tests/dll              ( 1.63698077 secs)
tests/dll/visibility.nim C --gc:boehm --app:lib             ( 0.40382504 secs)
tests/dll/client.nim C --gc:boehm --threads:on              ( 0.70539379 secs)
tests/dll/nimhcr_unit.nim C --gc:boehm                      ( 0.46425605 secs)
tests/dll/visibility.nim C --gc:boehm                       ( 0.91564345 secs)
lib/nimrtl.nim C -d:release --gc:boehm --outdir:tests/dll   ( 8.84739661 secs)
tests/dll/server.nim C -d:release --gc:boehm --threads:on   ( 0.46917915 secs)
lib/nimhcr.nim C -d:release --gc:boehm --outdir:tests/dll   ( 2.56851864 secs)
tests/dll/visibility.nim C -d:release --gc:boehm --app:lib  ( 0.54053760 secs)
tests/dll/client.nim C -d:release --gc:boehm --threads:on   ( 0.49269176 secs)
tests/dll/nimhcr_unit.nim C -d:release --gc:boehm           ( 0.58324695 secs)
tests/dll/visibility.nim C -d:release --gc:boehm            ( 1.01142168 secs)
tests/constructors/t5965_1.nim C                            ( 0.31097221 secs)
tests/constructors/t5965_2.nim C                            ( 0.31574845 secs)
tests/import_in_config/tmain.nim C                          ( 0.74402905 secs)
tests/valgrind/tbasic_valgrind.nim C                        ( 0.96574116 secs)
tests/iter/titer2.nim C                                     ( 0.49224329 secs)
tests/iter/titer4.nim C                                     ( 0.29501653 secs)
tests/iter/titerautoerr1.nim C                              ( 0.41248012 secs)
tests/iter/titerautoerr2.nim C                              ( 0.37970448 secs)
tests/iter/titerautoerr3.nim C                              ( 0.29579186 secs)
tests/iter/treciter.nim C                                   ( 0.28610897 secs)
tests/iter/tshallowcopy_closures.nim C                      ( 0.82503319 secs)
tests/iter/twrap_walkdir.nim C                              ( 1.38771582 secs)
tests/iter/twrongiter.nim C                                 ( 0.31326604 secs)
tests/dir with space/tspace.nim C                           ( 0.80917215 secs)
tests/parallel/tarray_of_channels.nim C                     ( 1.82890892 secs)
tests/parallel/tblocking_channel.nim C                      ( 2.24190140 secs)
tests/parallel/tconvexhull.nim C                            ( 1.99193454 secs)
tests/parallel/tdeepcopy.nim C                              ( 0.75348902 secs)
tests/parallel/tdeepcopy2.nim C                             ( 1.45502186 secs)
tests/parallel/tdisjoint_slice1.nim C                       ( 1.44854927 secs)
tests/parallel/tdisjoint_slice2.nim C                       ( 2.23508286 secs)
tests/parallel/tflowvar.nim C                               ( 2.32246017 secs)
tests/parallel/tforstmt.nim C                               ( 2.12390471 secs)
tests/parallel/tgc_unsafe.nim C                             ( 0.88750482 secs)
tests/parallel/tgc_unsafe2.nim C                            ( 0.86777568 secs)
tests/parallel/tguard1.nim C                                ( 0.99567151 secs)
tests/parallel/tguard2.nim C                                ( 0.34388041 secs)
tests/parallel/tinvalid_array_bounds.nim C                  ( 0.94538116 secs)
tests/parallel/tinvalid_counter_usage.nim C                 ( 0.87815619 secs)
tests/parallel/tlet_spawn.nim C                             ( 1.47789168 secs)
tests/parallel/tmissing_deepcopy.nim C                      ( 1.48245239 secs)
tests/parallel/tnon_disjoint_slice1.nim C                   ( 0.89961362 secs)
tests/parallel/tparfind.nim C                               ( 1.48514152 secs)
tests/parallel/tpi.nim C                                    ( 1.58259273 secs)
tests/parallel/tptr_to_ref.nim C                            ( 1.60490251 secs)
tests/parallel/tsendtwice.nim C                             ( 2.74729872 secs)
tests/parallel/tsimple_array_checks.nim C                   ( 1.55573630 secs)
tests/parallel/tsysspawn.nim C                              ( 1.48756647 secs)
tests/parallel/tsysspawnbadarg.nim C                        ( 0.80762291 secs)
tests/parallel/tuseafterdef.nim C                           ( 1.51585698 secs)
tests/parallel/twaitany.nim C                               ( 5.58594942 secs)
tests/misc/t12480.nim C                                     ( 0.29146791 secs)
tests/misc/t99bott.nim C                                    ( 0.29574203 secs)
tests/misc/tcast.nim C                                      ( 0.63091326 secs)
tests/misc/tcmdline.nim C                                   ( 1.23962688 secs)
tests/misc/tdangerisrelease.nim C                           ( 2.02609873 secs)
tests/misc/tdangerisrelease.nim C++                         ( 4.01384807 secs)
tests/misc/tdangerisrelease.nim C                           ( 6.11268759 secs)
tests/misc/tdangerisrelease.nim C++                         ( 7.85319042 secs)
tests/misc/tdefine.nim C                                    ( 0.61650777 secs)
tests/misc/tgcregions.nim C                                 ( 0.34717131 secs)
tests/misc/thallo.nim C                                     ( 1.15447426 secs)
tests/misc/theaproots.nim C                                 ( 0.62507653 secs)
tests/misc/tinc.nim C                                       ( 0.31841111 secs)
tests/misc/tinout.nim C                                     ( 0.40355206 secs)
tests/misc/tinvalidarrayaccess.nim C                        ( 0.35561872 secs)
tests/misc/tinvalidarrayaccess2.nim C                       ( 0.45744634 secs)
tests/misc/tinvalidnewseq.nim C                             ( 0.65892506 secs)
tests/misc/tissue710.nim C                                  ( 0.29866910 secs)
tests/misc/tlastmod.nim C                                   ( 1.76757431 secs)
tests/misc/tmemoization.nim C                               ( 1.31624293 secs)
tests/misc/tnew.nim C                                       ( 0.66223431 secs)
tests/misc/tnolen.nim C                                     ( 0.31276369 secs)
tests/misc/tnoop.nim C                                      ( 0.31291699 secs)
tests/misc/tnot.nim C                                       ( 0.36041522 secs)
tests/misc/tparseopt.nim C                                  ( 3.28346896 secs)
tests/misc/tprep.nim C                                      ( 1.22610092 secs)
tests/misc/trawstr.nim C                                    ( 0.31317496 secs)
tests/misc/treservedcidentsasfields.nim C                   ( 0.62102962 secs)
tests/misc/treservedcidentsasfields.nim C++                 ( 1.51290178 secs)
tests/misc/tsimtych.nim C                                   ( 0.28585839 secs)
tests/misc/tsizeof.nim C                                    ( 0.81234789 secs)
tests/misc/tsizeof.nim C++                                  ( 1.92043066 secs)
tests/misc/tsizeof2.nim C                                   ( 0.33318734 secs)
tests/misc/tstrace.nim C                                    ( 0.74769855 secs)
tests/misc/tunsignedmisc.nim C                              ( 0.33997798 secs)
tests/misc/tvarious.nim C                                   ( 0.63572526 secs)
tests/clearmsg/ta.nim C                                     ( 0.27724457 secs)
tests/clearmsg/tconsttypemismatch.nim C                     ( 0.29405618 secs)
tests/clearmsg/tmacroerrorproc.nim C                        ( 0.32379317 secs)
tests/newconfig/tfoo.nim C                                  ( 0.84171557 secs)
tests/align/talign.nim C                                    ( 0.62892532 secs)
tests/align/talign.nim C++                                  ( 1.35409498 secs)
tests/align/tillegalalign.nim C                             ( 0.29377246 secs)
tests/namedparams/tnamedparams.nim C                        ( 0.77886438 secs)
tests/namedparams/tnamedparams3.nim C                       ( 0.28622031 secs)
tests/openarray/t6163.nim C                                 ( 0.83303380 secs)
tests/openarray/t6163.nim C++                               ( 1.67702627 secs)
tests/openarray/t6163.nim JS                                ( 2.08498240 secs)
tests/openarray/t8259.nim C                                 ( 0.31566453 secs)
tests/openarray/topena1.nim C                               ( 0.34355187 secs)
tests/showoff/tquasiquote.nim C                             ( 0.78488040 secs)
tests/pragmas/t13306.nim C                                  ( 0.81228447 secs)
tests/pragmas/t5149.nim C                                   ( 0.29569530 secs)
tests/pragmas/t6448.nim C                                   ( 0.94017243 secs)
tests/pragmas/t8741.nim C                                   ( 0.28447437 secs)
tests/pragmas/tbitsize.nim C                                ( 0.59986544 secs)
tests/pragmas/tnoreturn.nim C                               ( 0.70701051 secs)
tests/pragmas/tused.nim C                                   ( 0.73310781 secs)
tests/pragmas/tuserpragma2.nim C                            ( 0.31546474 secs)
tests/pragmas/twarning_off.nim C                            ( 0.66366029 secs)
tests/proc/tfunc_type.nim C                                 ( 0.29694033 secs)
tests/proc/tillegalreturntype.nim C                         ( 0.27973342 secs)
tests/proc/tprocredef.nim C                                 ( 0.29150176 secs)
tests/proc/typed.nim C                                      ( 0.32365203 secs)
tests/exprs/texprstmt.nim C                                 ( 0.31406689 secs)
tests/exprs/tifexpr_typeinference.nim C                     ( 0.74348235 secs)
tests/exprs/tresultwarning.nim C                            ( 0.58739471 secs)
tests/exprs/tstmtexp.nim C                                  ( 0.29167867 secs)
tests/deprecated/tannot.nim C                               ( 0.77261686 secs)
tests/deprecated/tdeprecated.nim C                          ( 0.63802123 secs)
tests/deprecated/tmodule1.nim C                             ( 0.69147944 secs)
tests/overload/tissue966.nim C                              ( 0.28929377 secs)
tests/overload/tor_isnt_better.nim C                        ( 0.31581330 secs)
tests/overload/toverl.nim C                                 ( 0.28775096 secs)
tests/overload/tselfderef.nim C                             ( 0.60736394 secs)
tests/overload/tsystemcmp.nim C                             ( 0.91410899 secs)
tests/types/t6456.nim C                                     ( 0.29858184 secs)
tests/types/t6969.nim C                                     ( 0.30308676 secs)
tests/types/taliasbugs.nim C                                ( 0.81629825 secs)
tests/types/tassignemptytuple.nim C                         ( 0.29563308 secs)
tests/types/tillegalrecursion3.nim C                        ( 0.29811287 secs)
tests/types/tillegalseqrecursion.nim C                      ( 0.31975269 secs)
tests/types/tillegaltuplerecursion.nim C                    ( 0.35981321 secs)
tests/types/tillegaltuplerecursiongeneric.nim C             ( 0.28766608 secs)
tests/types/tillegaltuplerecursiongeneric2.nim C            ( 0.42755175 secs)
tests/types/tillegaltyperecursion.nim C                     ( 0.88362074 secs)
tests/types/tillegaltyperecursion2.nim C                    ( 0.29337358 secs)
tests/types/tillegaltyperecursion3.nim C                    ( 0.38009739 secs)
tests/types/tillrec.nim C                                   ( 0.35428953 secs)
tests/types/tinfiniterecursion.nim C                        ( 0.29298997 secs)
tests/types/tissues_types.nim C                             ( 0.95099330 secs)
tests/types/tparameterizedparent0.nim C                     ( 0.30099273 secs)
tests/types/tparameterizedparent1.nim C                     ( 0.29833007 secs)
tests/types/tparameterizedparent3.nim C                     ( 0.31538820 secs)
tests/types/tparameterizedparent4.nim C                     ( 0.33979440 secs)
tests/threads/t8535.nim C --threads:on                      ( 2.41731572 secs)
tests/threads/t8535.nim C --threads:on -d:release           ( 3.98902416 secs)
tests/threads/t8535.nim C --threads:on --tlsEmulation:on    ( 2.47407842 secs)
tests/threads/threadex.nim C --threads:on                   ( 1.18782115 secs)
tests/threads/threadex.nim C --threads:on -d:release        ( 2.23614240 secs)
tests/threads/threadex.nim C --threads:on --tlsEmulation:on ( 0.90748358 secs)
tests/threads/tmanyjoin.nim C --threads:on                  ( 2.30382824 secs)
tests/threads/tmanyjoin.nim C --threads:on -d:release       ( 3.73228121 secs)
tests/threads/tmanyjoin.nim C --threads:on --tlsEmulation:on( 2.37271118 secs)
tests/threads/tonthreadcreation.nim C --threads:on          ( 0.80516696 secs)
tests/threads/tonthreadcreation.nim C --threads:on -d:release( 2.07700634 secs)
tests/threads/tonthreadcreation.nim C --threads:on --tlsEmulation:on( 0.88382077 secs)
tests/threads/tracy_allocator.nim C --threads:on            ( 1.72605515 secs)
tests/threads/tracy_allocator.nim C --threads:on -d:release ( 2.50403595 secs)
tests/threads/tracy_allocator.nim C --threads:on --tlsEmulation:on( 1.72523165 secs)
tests/threads/treusetvar.nim C --threads:on                 ( 1.28373075 secs)
tests/threads/treusetvar.nim C --threads:on -d:release      ( 2.56763530 secs)
tests/threads/treusetvar.nim C --threads:on --tlsEmulation:on( 1.34776735 secs)
tests/threads/tthreadanalysis.nim C --threads:on            ( 0.76070166 secs)
tests/threads/tthreadanalysis.nim C --threads:on -d:release ( 0.77023053 secs)
tests/threads/tthreadanalysis.nim C --threads:on --tlsEmulation:on( 0.76632404 secs)
tests/threads/tthreadanalysis2.nim C --threads:on           ( 0.77974105 secs)
tests/threads/tthreadanalysis2.nim C --threads:on -d:release( 0.86758900 secs)
tests/threads/tthreadanalysis2.nim C --threads:on --tlsEmulation:on( 0.85677361 secs)
tests/threads/tthreadheapviolation1.nim C --threads:on      ( 0.33204293 secs)
tests/threads/tthreadheapviolation1.nim C --threads:on -d:release( 0.29835796 secs)
